Chromosome	Window	Freq_Mean	Freq_Median	STD
chr1	5050000	0.4792036	0.476190476	0.106942769
chr1	5055000	0.49691537	0.5	0.118580172
chr1	5060000	0.497967165	0.5	0.115681557
chr1	5065000	0.499172842	0.5	0.117124854
chr1	5070000	0.500239186	0.5	0.117061551
chr1	5075000	0.497765674	0.5	0.116738068
chr1	5080000	0.497549697	0.5	0.117240458
chr1	5085000	0.495637013	0.5	0.11887348
chr1	5090000	0.486388589	0.5	0.125154786
chr1	5095000	0.476848403	0.476190476	0.127631886
chr1	5100000	0.477423017	0.476190476	0.126021814
chr1	5105000	0.48154511	0.47826087	0.128109082
chr1	5110000	0.481763752	0.47826087	0.126226082
chr1	5115000	0.478422249	0.476190476	0.12735033
chr1	5120000	0.478025984	0.474937343	0.126521128
chr1	5125000	0.478735843	0.474937343	0.126157654
chr1	5130000	0.476697765	0.476190476	0.125717223
chr1	5135000	0.478363148	0.476190476	0.125422182
chr1	5140000	0.477405615	0.474937343	0.124864951
chr1	5145000	0.475822496	0.473684211	0.124925165
chr1	5150000	0.476713615	0.474937343	0.124249166
chr1	5155000	0.476681483	0.473684211	0.127504957
chr1	5160000	0.477228227	0.476190476	0.124535127
chr1	5165000	0.471830966	0.473684211	0.127424773
chr1	5170000	0.472234656	0.473684211	0.126541961
chr1	5175000	0.473054099	0.474937343	0.126850068
chr1	5180000	0.469625207	0.476190476	0.129131285
chr1	5185000	0.469914278	0.476190476	0.127824413
chr1	5190000	0.463817621	0.464114833	0.126196357
chr1	5195000	0.464689686	0.464114833	0.126371065
chr1	5200000	0.46519457	0.473684211	0.129221107
chr1	5205000	0.465602069	0.473684211	0.12899614
chr1	5210000	0.469300761	0.473684211	0.129923378
chr1	5215000	0.468629491	0.473684211	0.129249483
chr1	5220000	0.466951233	0.473684211	0.130345993
chr1	5225000	0.469907786	0.473684211	0.130267201
chr1	5230000	0.47559008	0.476190476	0.128910434
chr1	5235000	0.477320705	0.476190476	0.128588133
chr1	5240000	0.47693044	0.476190476	0.129928254
chr1	5245000	0.475451233	0.476190476	0.130749587
chr1	5250000	0.474402415	0.476190476	0.131681159
chr1	5255000	0.466222824	0.454545455	0.134297508
chr1	5260000	0.463493216	0.454545455	0.130421351
chr1	5265000	0.458622259	0.444444444	0.129224131
chr1	5270000	0.450348442	0.444444444	0.129609875
chr1	5275000	0.452205629	0.444444444	0.131430057
chr1	5280000	0.452704064	0.444444444	0.131360309
chr1	5285000	0.452949054	0.444444444	0.131303903
chr1	5290000	0.453933314	0.444444444	0.12921814
chr1	5295000	0.457806899	0.444444444	0.1289463
chr1	5300000	0.459193762	0.444444444	0.128840231
chr1	5305000	0.455729952	0.444444444	0.127883086
chr1	5310000	0.454744406	0.444444444	0.128708659
chr1	5315000	0.457666363	0.444444444	0.127537704
chr1	5320000	0.459822651	0.444444444	0.128478015
chr1	5325000	0.459170735	0.444444444	0.128656091
chr1	5330000	0.460329975	0.444444444	0.129484854
chr1	5335000	0.460445403	0.446360153	0.129696293
chr1	5340000	0.460715735	0.446360153	0.129955339
chr1	5345000	0.461952631	0.454545455	0.12980567
chr1	5350000	0.461532259	0.446360153	0.130682562
chr1	5355000	0.456168465	0.444444444	0.127751679
chr1	5360000	0.454453532	0.444444444	0.130096385
chr1	5365000	0.456465268	0.444444444	0.128965911
chr1	5370000	0.455959463	0.444444444	0.129509332
chr1	5375000	0.458251788	0.444444444	0.131647634
chr1	5380000	0.460873783	0.444444444	0.130626462
chr1	5385000	0.460722156	0.444444444	0.132071062
chr1	5390000	0.46492955	0.446360153	0.134342888
chr1	5395000	0.462784953	0.444444444	0.134496931
chr1	5400000	0.463044615	0.454545455	0.130563005
chr1	5405000	0.461562177	0.448275862	0.129605737
chr1	5410000	0.456582262	0.444444444	0.127863313
chr1	5415000	0.470656972	0.461538462	0.139402305
chr1	5420000	0.471425818	0.467611336	0.137218446
chr1	5425000	0.46646849	0.454545455	0.139891229
chr1	5430000	0.462954556	0.449137931	0.140513796
chr1	5435000	0.460574124	0.444444444	0.140126892
chr1	5440000	0.461143764	0.444444444	0.140497826
chr1	5445000	0.46104599	0.444444444	0.135955983
chr1	5450000	0.46035306	0.444444444	0.135631288
chr1	5455000	0.474261162	0.449137931	0.140972724
chr1	5460000	0.477607178	0.454166667	0.146804467
chr1	5465000	0.483856177	0.473684211	0.144935481
chr1	5470000	0.490669442	0.473684211	0.139489702
chr1	5475000	0.480305368	0.473684211	0.138025669
chr1	5480000	0.476882037	0.473684211	0.136709242
chr1	5485000	0.475786343	0.473684211	0.136625177
chr1	5490000	0.475180905	0.473684211	0.136495257
chr1	5495000	0.473953733	0.473684211	0.135788387
chr1	5500000	0.473177433	0.473684211	0.136206816
chr1	5505000	0.471873132	0.473684211	0.137373331
chr1	5510000	0.471790236	0.473684211	0.137405309
chr1	5515000	0.471393258	0.473684211	0.13817001
chr1	5520000	0.469634589	0.473684211	0.138185329
chr1	5525000	0.469767189	0.473684211	0.137897821
chr1	5530000	0.47011755	0.473684211	0.137814045
chr1	5535000	0.469739621	0.473684211	0.137722646
chr1	5540000	0.469463783	0.473684211	0.13631302
chr1	5545000	0.46933548	0.473684211	0.13658469
chr1	5550000	0.469234058	0.473684211	0.135514506
chr1	5555000	0.472681865	0.473684211	0.135567247
chr1	5560000	0.478020757	0.473684211	0.135454827
chr1	5565000	0.485793832	0.476190476	0.133795877
chr1	5570000	0.487722561	0.476190476	0.134668578
chr1	5575000	0.486936584	0.476190476	0.133561997
chr1	5580000	0.485596341	0.476190476	0.132522192
chr1	5585000	0.479090037	0.473684211	0.134796814
chr1	5590000	0.477851339	0.473684211	0.138120138
chr1	5595000	0.474017127	0.473684211	0.14000208
chr1	5600000	0.474373656	0.473684211	0.143794229
chr1	5605000	0.47361091	0.473684211	0.144731805
chr1	5610000	0.472964715	0.473684211	0.145749454
chr1	5615000	0.46641692	0.473684211	0.141077841
chr1	5620000	0.466524514	0.473684211	0.141207159
chr1	5625000	0.467527293	0.473684211	0.140011481
chr1	5630000	0.466541276	0.473684211	0.140088128
chr1	5635000	0.466712041	0.473684211	0.14255633
chr1	5640000	0.467693882	0.473684211	0.141350932
chr1	5645000	0.469097747	0.476190476	0.14359243
chr1	5650000	0.468661721	0.476190476	0.143679089
chr1	5655000	0.462342123	0.476190476	0.136730542
chr1	5660000	0.466675063	0.476190476	0.137729602
chr1	5665000	0.472654113	0.476190476	0.138768865
chr1	5670000	0.474537432	0.476190476	0.138012965
chr1	5675000	0.484785389	0.5	0.136547729
chr1	5680000	0.486363563	0.5	0.139341125
chr1	5685000	0.486290379	0.5	0.139231813
chr1	5690000	0.484565763	0.5	0.139148112
chr1	5695000	0.485614327	0.5	0.139629391
chr1	5700000	0.488002554	0.5	0.139541661
chr1	5705000	0.488905183	0.5	0.13869286
chr1	5710000	0.486977495	0.5	0.140324281
chr1	5715000	0.486815956	0.5	0.140484256
chr1	5720000	0.487156634	0.5	0.140059892
chr1	5725000	0.492553535	0.5	0.141612625
chr1	5730000	0.491671762	0.5	0.140703886
chr1	5735000	0.482952335	0.5	0.145869001
chr1	5740000	0.483534696	0.5	0.146933255
chr1	5745000	0.48002502	0.48	0.141112425
chr1	5750000	0.481118605	0.47826087	0.143628413
chr1	5755000	0.48037703	0.47826087	0.143126492
chr1	5760000	0.479356921	0.47826087	0.143292779
chr1	5765000	0.475118702	0.476190476	0.143688374
chr1	5770000	0.474239763	0.476190476	0.143208273
chr1	5775000	0.474147327	0.476190476	0.141766594
chr1	5780000	0.474701188	0.476190476	0.142310591
chr1	5785000	0.480230506	0.48	0.139750702
chr1	5790000	0.481527403	0.480740741	0.13703829
chr1	5795000	0.484532645	0.490740741	0.134663804
chr1	5800000	0.485269694	0.5	0.133174757
chr1	5805000	0.485530596	0.5	0.133601865
chr1	5810000	0.489654349	0.5	0.132438616
chr1	5815000	0.483677525	0.5	0.136701812
chr1	5820000	0.484271786	0.5	0.136994972
chr1	5825000	0.485008058	0.5	0.137416915
chr1	5830000	0.48617556	0.5	0.137152821
chr1	5835000	0.487567315	0.5	0.135195583
chr1	5840000	0.488546908	0.5	0.136244743
chr1	5845000	0.488432017	0.5	0.136622565
chr1	5850000	0.489003966	0.5	0.136604432
chr1	5855000	0.487154097	0.5	0.137747491
chr1	5860000	0.483909588	0.5	0.137456042
chr1	5865000	0.478747784	0.48	0.137502926
chr1	5870000	0.479120036	0.5	0.138996242
chr1	5875000	0.473956953	0.47826087	0.140275261
chr1	5880000	0.474731764	0.47826087	0.138524589
chr1	5885000	0.47485684	0.48	0.13906076
chr1	5890000	0.477630062	0.5	0.141888722
chr1	5895000	0.478296023	0.5	0.141127187
chr1	5900000	0.475492911	0.5	0.142438416
chr1	5905000	0.476578063	0.5	0.142549056
chr1	5910000	0.480591722	0.5	0.136926093
chr1	5915000	0.477761581	0.47826087	0.134110006
chr1	5920000	0.476656371	0.47826087	0.133950468
chr1	5925000	0.471441435	0.476190476	0.130735289
chr1	5930000	0.470348111	0.47826087	0.130891165
chr1	5935000	0.482728088	0.5	0.12332341
chr1	5940000	0.481566206	0.5	0.12411848
chr1	5945000	0.48625091	0.5	0.129296303
chr1	5950000	0.480459077	0.5	0.123443417
chr1	5955000	0.486042084	0.5	0.119486027
chr1	5960000	0.483812875	0.5	0.118698616
chr1	5965000	0.486469446	0.5	0.118879129
chr1	5970000	0.482391122	0.5	0.128190063
chr1	5975000	0.481033558	0.5	0.128890483
chr1	5980000	0.481359291	0.5	0.12886
chr1	5985000	0.474954302	0.5	0.129879967
chr1	5990000	0.474801069	0.5	0.130443995
chr1	5995000	0.474959896	0.5	0.131215473
chr1	6000000	0.471127333	0.5	0.131640803
chr1	6005000	0.472620765	0.5	0.131068387
chr1	6010000	0.469390943	0.47826087	0.131413207
chr1	6015000	0.475641507	0.5	0.125123322
chr1	6020000	0.474343624	0.5	0.125074827
chr1	6025000	0.473216602	0.489130435	0.124225684
chr1	6030000	0.472617711	0.47826087	0.124005347
chr1	6035000	0.472910822	0.5	0.123654587
chr1	6040000	0.469936154	0.476190476	0.12212699
chr1	6045000	0.470301849	0.476190476	0.121804385
chr1	6050000	0.470431315	0.476190476	0.121208518
chr1	6055000	0.472336046	0.476190476	0.120129284
chr1	6060000	0.472763371	0.476190476	0.12019059
chr1	6065000	0.471695344	0.476190476	0.121063956
chr1	6070000	0.475319934	0.489130435	0.122337128
chr1	6075000	0.475214099	0.47826087	0.122666789
chr1	6080000	0.47388483	0.47826087	0.123149426
chr1	6085000	0.475278156	0.47826087	0.122737199
chr1	6090000	0.474176248	0.476190476	0.119681281
chr1	6095000	0.473674992	0.476190476	0.120364651
chr1	6100000	0.474194131	0.47826087	0.117782702
chr1	6105000	0.476388242	0.47826087	0.117913288
chr1	6110000	0.473464137	0.476190476	0.121278234
chr1	6115000	0.47576484	0.5	0.122667364
chr1	6120000	0.474960672	0.5	0.123769526
chr1	6125000	0.4721778	0.477225673	0.12378997
chr1	6130000	0.473332954	0.47826087	0.123766766
chr1	6135000	0.469506404	0.476190476	0.124738059
chr1	6140000	0.466681896	0.476190476	0.123559678
chr1	6145000	0.467317031	0.477225673	0.125476575
chr1	6150000	0.469679808	0.5	0.127153014
chr1	6155000	0.460617264	0.476190476	0.130728098
chr1	6160000	0.459288467	0.476190476	0.131952527
chr1	6165000	0.457480771	0.476190476	0.131733672
chr1	6170000	0.459289981	0.473684211	0.12176628
chr1	6175000	0.460251916	0.473684211	0.123243385
chr1	6180000	0.458606484	0.473684211	0.125180453
chr1	6185000	0.467005245	0.473684211	0.129081863
chr1	6190000	0.472770717	0.476190476	0.130597441
chr1	6195000	0.469891995	0.474937343	0.130797825
chr1	6200000	0.471936684	0.476190476	0.130523839
chr1	6205000	0.472259656	0.476190476	0.130996571
chr1	6210000	0.470230101	0.476190476	0.129961252
chr1	6215000	0.470508032	0.476190476	0.130222457
chr1	6220000	0.470508032	0.476190476	0.130222457
chr1	6225000	0.470649821	0.476190476	0.129925061
chr1	6230000	0.472762301	0.47826087	0.130978644
chr1	6235000	0.467185602	0.473684211	0.131858006
chr1	6240000	0.469264669	0.47826087	0.132706991
chr1	6245000	0.470422249	0.47826087	0.13508514
chr1	6250000	0.470652623	0.47826087	0.135296365
chr1	6255000	0.47197253	0.489130435	0.137081807
chr1	6260000	0.472225313	0.489130435	0.137545605
chr1	6265000	0.46840084	0.473684211	0.137778901
chr1	6270000	0.46211381	0.464114833	0.137763433
chr1	6275000	0.463094059	0.473684211	0.138149288
chr1	6280000	0.464994588	0.473684211	0.137182265
chr1	6285000	0.46370267	0.473684211	0.137109632
chr1	6290000	0.466654896	0.473684211	0.133236004
chr1	6295000	0.471098123	0.5	0.131301245
chr1	6300000	0.466259447	0.473684211	0.135001097
chr1	6305000	0.460937232	0.454545455	0.134716772
chr1	6310000	0.46248065	0.454545455	0.133966264
chr1	6315000	0.463805313	0.458333333	0.134822021
chr1	6320000	0.458202192	0.452272727	0.137287158
chr1	6325000	0.458757165	0.454545455	0.137338723
chr1	6330000	0.467160672	0.473684211	0.143644532
chr1	6335000	0.470006007	0.473684211	0.140679268
chr1	6340000	0.477459482	0.486842105	0.144697629
chr1	6345000	0.477616531	0.473684211	0.144624573
chr1	6350000	0.473155249	0.473684211	0.145887308
chr1	6355000	0.474379269	0.473684211	0.145966863
chr1	6360000	0.476620985	0.473684211	0.145185931
chr1	6365000	0.477234318	0.473684211	0.146414338
chr1	6370000	0.480312151	0.473684211	0.146675213
chr1	6375000	0.46815629	0.454545455	0.152815949
chr1	6380000	0.47351384	0.466008772	0.153725552
chr1	6385000	0.470796501	0.454545455	0.151061498
chr1	6390000	0.469179841	0.454545455	0.148301338
chr1	6395000	0.479531242	0.481481481	0.150360455
chr1	6400000	0.479881364	0.481481481	0.149628511
chr1	6405000	0.480655019	0.5	0.148795346
chr1	6410000	0.483069925	0.5	0.148254425
chr1	6415000	0.48322758	0.5	0.148536096
chr1	6420000	0.486864355	0.5	0.150329208
chr1	6425000	0.485020054	0.5	0.15072401
chr1	6430000	0.483809288	0.5	0.150376169
chr1	6435000	0.487677574	0.5	0.149666909
chr1	6440000	0.488544444	0.5	0.149809205
chr1	6445000	0.486159513	0.5	0.147106232
chr1	6450000	0.484322778	0.5	0.149470196
chr1	6455000	0.482826784	0.5	0.148740134
chr1	6460000	0.481461105	0.5	0.149318338
chr1	6465000	0.486599861	0.5	0.148719203
chr1	6470000	0.485734134	0.5	0.148700759
chr1	6475000	0.485530716	0.5	0.148193456
chr1	6480000	0.486777883	0.5	0.148802671
chr1	6485000	0.485968032	0.5	0.14753891
chr1	6490000	0.481412887	0.481481481	0.151654083
chr1	6495000	0.477641362	0.476190476	0.154348774
chr1	6500000	0.476258566	0.473684211	0.154569776
chr1	6505000	0.478881742	0.47826087	0.151345093
chr1	6510000	0.479330769	0.47826087	0.151488108
chr1	6515000	0.476962704	0.47826087	0.150324955
chr1	6520000	0.486184401	0.5	0.148387175
chr1	6525000	0.486184401	0.5	0.148387175
chr1	6530000	0.482367827	0.490740741	0.14484661
chr1	6535000	0.483649602	0.5	0.146378493
chr1	6540000	0.490044014	0.5	0.148612234
chr1	6545000	0.489811648	0.5	0.148408141
chr1	6550000	0.494472197	0.5	0.147044374
chr1	6555000	0.49493609	0.5	0.14740985
chr1	6560000	0.495876002	0.5	0.148116949
chr1	6565000	0.495796277	0.5	0.147041515
chr1	6570000	0.495736135	0.5	0.14849954
chr1	6575000	0.504786496	0.511904762	0.140533381
chr1	6580000	0.501000648	0.5	0.140273661
chr1	6585000	0.498416043	0.5	0.142022385
chr1	6590000	0.494069335	0.5	0.14064011
chr1	6595000	0.489284744	0.5	0.139667119
chr1	6600000	0.489903929	0.5	0.139573462
chr1	6605000	0.48837231	0.5	0.139945173
chr1	6610000	0.48592859	0.5	0.141072937
chr1	6615000	0.491335011	0.5	0.140519254
chr1	6620000	0.488000713	0.5	0.138010305
chr1	6625000	0.489720156	0.5	0.136537888
chr1	6630000	0.488052427	0.5	0.136506054
chr1	6635000	0.488068203	0.5	0.136498039
chr1	6640000	0.487586638	0.5	0.135165664
chr1	6645000	0.486291431	0.5	0.13843144
chr1	6650000	0.489013798	0.5	0.134933852
chr1	6655000	0.486472252	0.5	0.133844059
chr1	6660000	0.486574113	0.5	0.132380224
chr1	6665000	0.485029156	0.5	0.130712706
chr1	6670000	0.484524184	0.5	0.129078821
chr1	6675000	0.485569939	0.5	0.130754507
chr1	6680000	0.484310618	0.5	0.131551232
chr1	6685000	0.483092159	0.5	0.133786316
chr1	6690000	0.48885143	0.5	0.132479004
chr1	6695000	0.489338629	0.5	0.132985563
chr1	6700000	0.492965948	0.5	0.130778476
chr1	6705000	0.490211571	0.5	0.134781558
chr1	6710000	0.492121408	0.5	0.135284802
chr1	6715000	0.489176858	0.5	0.137371745
chr1	6720000	0.487158441	0.5	0.137912858
chr1	6725000	0.485859699	0.5	0.138882137
chr1	6730000	0.482418542	0.5	0.138547801
chr1	6735000	0.48072579	0.488095238	0.138594927
chr1	6740000	0.471096627	0.473684211	0.133319531
chr1	6745000	0.470185429	0.468984962	0.13304546
chr1	6750000	0.470326968	0.473684211	0.129819485
chr1	6755000	0.468630705	0.468984962	0.129544375
chr1	6760000	0.466976111	0.45	0.127973816
chr1	6765000	0.462896917	0.45	0.129518483
chr1	6770000	0.459664907	0.444444444	0.128133066
chr1	6775000	0.464556285	0.447222222	0.125923213
chr1	6780000	0.466756324	0.45	0.125675349
chr1	6785000	0.469817919	0.45	0.12548344
chr1	6790000	0.468969598	0.45	0.127115702
chr1	6795000	0.482994241	0.473684211	0.130486854
chr1	6800000	0.481711766	0.473684211	0.129616175
chr1	6805000	0.477369787	0.473684211	0.130925139
chr1	6810000	0.479698117	0.473684211	0.130501199
chr1	6815000	0.473832864	0.454545455	0.129696466
chr1	6820000	0.472953489	0.452272727	0.129126401
chr1	6825000	0.473407371	0.452272727	0.129387684
chr1	6830000	0.477855193	0.473684211	0.13082633
chr1	6835000	0.470953094	0.45	0.135288194
chr1	6840000	0.472204796	0.45	0.137973682
chr1	6845000	0.474628483	0.452272727	0.137061379
chr1	6850000	0.473504758	0.45	0.138576496
chr1	6855000	0.475308994	0.473684211	0.139562922
chr1	6860000	0.47575776	0.464114833	0.140701443
chr1	6865000	0.478274767	0.473684211	0.142709249
chr1	6870000	0.480537865	0.473684211	0.142196646
chr1	6875000	0.482240675	0.473684211	0.142226644
chr1	6880000	0.482061409	0.473684211	0.142103848
chr1	6885000	0.482079203	0.473684211	0.140934155
chr1	6890000	0.482522393	0.473684211	0.139432634
chr1	6895000	0.481528472	0.473684211	0.139478872
chr1	6900000	0.481176052	0.473684211	0.137983379
chr1	6905000	0.481655032	0.473684211	0.137371444
chr1	6910000	0.480061822	0.473684211	0.136583897
chr1	6915000	0.481207155	0.473684211	0.136499737
chr1	6920000	0.482190604	0.473684211	0.134873159
chr1	6925000	0.485807655	0.476190476	0.134264862
chr1	6930000	0.485384238	0.476190476	0.134662625
chr1	6935000	0.485741038	0.476190476	0.134395484
chr1	6940000	0.485364917	0.473684211	0.134513334
chr1	6945000	0.485347513	0.474937343	0.134866412
chr1	6950000	0.485807075	0.476190476	0.136933565
chr1	6955000	0.487134028	0.488095238	0.137294496
chr1	6960000	0.487850038	0.5	0.13835593
chr1	6965000	0.490313975	0.5	0.135508153
chr1	6970000	0.490017211	0.5	0.132494241
chr1	6975000	0.485095603	0.5	0.137979119
chr1	6980000	0.484425512	0.47826087	0.137350741
chr1	6985000	0.483175456	0.47826087	0.136745561
chr1	6990000	0.480992613	0.476190476	0.136566602
chr1	6995000	0.467299007	0.473684211	0.133234234
chr1	7000000	0.468960068	0.473684211	0.138719936
chr1	7005000	0.475451792	0.476190476	0.138026362
chr1	7010000	0.474075675	0.474937343	0.138801247
chr1	7015000	0.474430729	0.474937343	0.138604061
chr1	7020000	0.475129435	0.476190476	0.139638453
chr1	7025000	0.473927414	0.476190476	0.139666068
chr1	7030000	0.470842652	0.476190476	0.138686907
chr1	7035000	0.476906107	0.47826087	0.130953119
chr1	7040000	0.476438466	0.47826087	0.128173875
chr1	7045000	0.472146768	0.476190476	0.129234282
chr1	7050000	0.473866225	0.476190476	0.126702068
chr1	7055000	0.473051723	0.476190476	0.126844657
chr1	7060000	0.473122279	0.477225673	0.126035842
chr1	7065000	0.471084919	0.476190476	0.125045737
chr1	7070000	0.468860869	0.473684211	0.126479909
chr1	7075000	0.46428653	0.473684211	0.123932121
chr1	7080000	0.465308889	0.473684211	0.123482883
chr1	7085000	0.466593933	0.473684211	0.124449178
chr1	7090000	0.464335306	0.473684211	0.125937653
chr1	7095000	0.465786135	0.473684211	0.125182201
chr1	7100000	0.4641845	0.473684211	0.128629703
chr1	7105000	0.465013634	0.473684211	0.129000867
chr1	7110000	0.465598081	0.473684211	0.129390744
chr1	7115000	0.466365845	0.473684211	0.126857747
chr1	7120000	0.463488748	0.473684211	0.126436878
chr1	7125000	0.463039527	0.473684211	0.1263521
chr1	7130000	0.462135906	0.473684211	0.126309252
chr1	7135000	0.464099397	0.473684211	0.126969579
chr1	7140000	0.465775885	0.473684211	0.128638522
chr1	7145000	0.466710773	0.473684211	0.132188432
chr1	7150000	0.472560774	0.473684211	0.133954259
chr1	7155000	0.470661818	0.473684211	0.135110129
chr1	7160000	0.471410535	0.473684211	0.13545015
chr1	7165000	0.470263567	0.473684211	0.137378795
chr1	7170000	0.469289003	0.456439394	0.140902943
chr1	7175000	0.477504077	0.473684211	0.137072322
chr1	7180000	0.477193753	0.473684211	0.138846262
chr1	7185000	0.481834233	0.476190476	0.140115446
chr1	7190000	0.482878867	0.476190476	0.139579902
chr1	7195000	0.482199958	0.477225673	0.133292802
chr1	7200000	0.479108259	0.476190476	0.131629465
chr1	7205000	0.476165175	0.473684211	0.132829812
chr1	7210000	0.475090147	0.473684211	0.132510626
chr1	7215000	0.475298564	0.473684211	0.135057099
chr1	7220000	0.476767801	0.473684211	0.135249762
chr1	7225000	0.479338268	0.476190476	0.135523702
chr1	7230000	0.477799191	0.474937343	0.13442283
chr1	7235000	0.4741199	0.473684211	0.137814415
chr1	7240000	0.470713215	0.473684211	0.137658238
chr1	7245000	0.470819091	0.473684211	0.139227856
chr1	7250000	0.471091154	0.473684211	0.140025528
chr1	7255000	0.472468821	0.473684211	0.13839844
chr1	7260000	0.474372761	0.476190476	0.135950023
chr1	7265000	0.475124629	0.476190476	0.13681815
chr1	7270000	0.476892279	0.476190476	0.136914945
chr1	7275000	0.478847038	0.5	0.137852233
chr1	7280000	0.478477862	0.5	0.137487096
chr1	7285000	0.477150899	0.5	0.137642858
chr1	7290000	0.478363229	0.5	0.137379204
chr1	7295000	0.48464458	0.5	0.138905252
chr1	7300000	0.487521915	0.5	0.138889383
chr1	7305000	0.486425535	0.5	0.138564137
chr1	7310000	0.484932561	0.5	0.13868033
chr1	7315000	0.486337749	0.5	0.139475889
chr1	7320000	0.486872368	0.5	0.139492184
chr1	7325000	0.48437299	0.5	0.138968332
chr1	7330000	0.486014616	0.5	0.138685964
chr1	7335000	0.484983539	0.5	0.138704325
chr1	7340000	0.481984285	0.5	0.137383064
chr1	7345000	0.483171787	0.5	0.134529212
chr1	7350000	0.479987914	0.5	0.133498249
chr1	7355000	0.483378316	0.5	0.132328736
chr1	7360000	0.483378316	0.5	0.132328736
chr1	7365000	0.483378316	0.5	0.132328736
chr1	7370000	0.483184758	0.5	0.132168601
chr1	7375000	0.483280556	0.5	0.13281662
chr1	7380000	0.483607562	0.5	0.13312695
chr1	7385000	0.480433558	0.5	0.132430348
chr1	7390000	0.481521882	0.5	0.132943317
chr1	7395000	0.481607521	0.5	0.138260066
chr1	7400000	0.484110122	0.5	0.135172012
chr1	7405000	0.485416129	0.5	0.133566675
chr1	7410000	0.485326662	0.5	0.133427272
chr1	7415000	0.481824155	0.479130435	0.132212403
chr1	7420000	0.480315211	0.47826087	0.132023447
chr1	7425000	0.476655971	0.476190476	0.131671672
chr1	7430000	0.478832609	0.47826087	0.133529734
chr1	7435000	0.489200061	0.5	0.129522912
chr1	7440000	0.488597092	0.5	0.12854197
chr1	7445000	0.478859947	0.47826087	0.128530345
chr1	7450000	0.481943067	0.48	0.127515949
chr1	7455000	0.481219157	0.47826087	0.128977273
chr1	7460000	0.479452256	0.476190476	0.131635128
chr1	7465000	0.479319977	0.477225673	0.129558846
chr1	7470000	0.478330632	0.476190476	0.129574757
chr1	7475000	0.47719512	0.476190476	0.128035863
chr1	7480000	0.475475519	0.473684211	0.12928966
chr1	7485000	0.479116344	0.476190476	0.127464874
chr1	7490000	0.476332887	0.476190476	0.128359273
chr1	7495000	0.462637406	0.461538462	0.122182781
chr1	7500000	0.457400334	0.45	0.11759071
chr1	7505000	0.464257683	0.467611336	0.119524079
chr1	7510000	0.468397963	0.473684211	0.120786336
chr1	7515000	0.468872164	0.473684211	0.120032353
chr1	7520000	0.467789929	0.473684211	0.119681401
chr1	7525000	0.469903164	0.473684211	0.121886623
chr1	7530000	0.480803966	0.476190476	0.129914224
chr1	7535000	0.479550495	0.473684211	0.129575159
chr1	7540000	0.483341332	0.48	0.130117824
chr1	7545000	0.490132328	0.5	0.131234608
chr1	7550000	0.491519629	0.5	0.132624977
chr1	7555000	0.490383813	0.5	0.129912364
chr1	7560000	0.490534788	0.5	0.129659985
chr1	7565000	0.490534788	0.5	0.129659985
chr1	7570000	0.489205329	0.5	0.129399765
chr1	7575000	0.488730489	0.5	0.128123854
chr1	7580000	0.4887763	0.5	0.127865185
chr1	7585000	0.491666506	0.5	0.126552311
chr1	7590000	0.492808024	0.5	0.124897928
chr1	7595000	0.492596451	0.5	0.124945605
chr1	7600000	0.490797636	0.5	0.124579502
chr1	7605000	0.490780558	0.5	0.124150619
chr1	7610000	0.490939583	0.5	0.123623351
chr1	7615000	0.494868366	0.5	0.121807775
chr1	7620000	0.492785888	0.5	0.120942623
chr1	7625000	0.493841995	0.5	0.121235792
chr1	7630000	0.492265623	0.5	0.120327171
chr1	7635000	0.491959073	0.5	0.1197462
chr1	7640000	0.494362645	0.5	0.120225119
chr1	7645000	0.50712593	0.5	0.114246256
chr1	7650000	0.5066748	0.5	0.11668173
chr1	7655000	0.503338224	0.5	0.114162218
chr1	7660000	0.499626557	0.5	0.116535614
chr1	7665000	0.48840025	0.5	0.123696812
chr1	7670000	0.495748067	0.5	0.126369247
chr1	7675000	0.493706044	0.5	0.125844077
chr1	7680000	0.494557434	0.5	0.125588361
chr1	7685000	0.492675984	0.5	0.126773296
chr1	7690000	0.494241393	0.5	0.126733969
chr1	7695000	0.494692712	0.5	0.126179098
chr1	7700000	0.496256486	0.5	0.125329876
chr1	7705000	0.497435493	0.5	0.125563012
chr1	7710000	0.499315572	0.5	0.125792407
chr1	7715000	0.499115	0.5	0.126342879
chr1	7720000	0.503258497	0.5	0.127074679
chr1	7725000	0.502528997	0.5	0.126887055
chr1	7730000	0.498101065	0.5	0.124094455
chr1	7735000	0.498925364	0.5	0.124114779
chr1	7740000	0.496347531	0.5	0.125349233
chr1	7745000	0.493038893	0.5	0.12524371
chr1	7750000	0.491806139	0.5	0.124354289
chr1	7755000	0.491595724	0.5	0.125832113
chr1	7760000	0.492173687	0.5	0.125625124
chr1	7765000	0.491013377	0.5	0.126274655
chr1	7770000	0.490571256	0.5	0.126390407
chr1	7775000	0.490507149	0.5	0.126872381
chr1	7780000	0.490870055	0.5	0.126665607
chr1	7785000	0.490117849	0.5	0.128066563
chr1	7790000	0.489292188	0.5	0.129606275
chr1	7795000	0.489607767	0.5	0.128897852
chr1	7800000	0.490804162	0.5	0.129213407
chr1	7805000	0.490552372	0.5	0.12841691
chr1	7810000	0.491225802	0.5	0.12882771
chr1	7815000	0.490388097	0.5	0.128062357
