Chromosome	Topology	Weights
Chr5	Topology1	0.2941
Chr5	Topology1	0.2801
Chr5	Topology1	0.2713
Chr5	Topology1	0.2743
Chr5	Topology1	0.2709
Chr5	Topology1	0.2771
Chr5	Topology1	0.2759
Chr5	Topology1	0.2748
Chr5	Topology1	0.2751
Chr5	Topology1	0.2781
Chr5	Topology1	0.2774
Chr5	Topology1	0.2706
Chr5	Topology1	0.2699
Chr5	Topology1	0.2852
Chr5	Topology1	0.277
Chr5	Topology1	0.2922
Chr5	Topology1	0.285
Chr5	Topology1	0.282
Chr5	Topology1	0.282
Chr5	Topology1	0.2799
Chr5	Topology1	0.2783
Chr5	Topology1	0.2747
Chr5	Topology1	0.2778
Chr5	Topology1	0.2747
Chr5	Topology1	0.2784
Chr5	Topology1	0.2775
Chr5	Topology1	0.2865
Chr5	Topology1	0.2822
Chr5	Topology1	0.2744
Chr5	Topology1	0.2761
Chr5	Topology1	0.2778
Chr5	Topology1	0.2783
Chr5	Topology1	0.2711
Chr5	Topology1	0.2761
Chr5	Topology1	0.2816
Chr5	Topology1	0.283
Chr5	Topology1	0.2826
Chr5	Topology1	0.2724
Chr5	Topology1	0.2642
Chr5	Topology1	0.2702
Chr5	Topology1	0.2817
Chr5	Topology1	0.2751
Chr5	Topology1	0.2792
Chr5	Topology1	0.2791
Chr5	Topology1	0.2785
Chr5	Topology1	0.2742
Chr5	Topology1	0.2715
Chr5	Topology1	0.2699
Chr5	Topology1	0.2774
Chr5	Topology1	0.2782
Chr5	Topology1	0.2682
Chr5	Topology1	0.2794
Chr5	Topology1	0.2734
Chr5	Topology1	0.2822
Chr5	Topology1	0.2779
Chr5	Topology1	0.2743
Chr5	Topology1	0.2836
Chr5	Topology1	0.2796
Chr5	Topology1	0.2809
Chr5	Topology1	0.2785
Chr5	Topology1	0.2805
Chr5	Topology1	0.2776
Chr5	Topology1	0.2784
Chr5	Topology1	0.2789
Chr5	Topology1	0.2709
Chr5	Topology1	0.2799
Chr5	Topology1	0.2808
Chr5	Topology1	0.278
Chr5	Topology1	0.277
Chr5	Topology1	0.2762
Chr5	Topology1	0.2784
Chr5	Topology1	0.2782
Chr5	Topology1	0.209489016
Chr5	Topology1	0.2718
Chr5	Topology1	0.2826
Chr5	Topology1	0.2813
Chr5	Topology1	0.2684
Chr5	Topology1	0.2722
Chr5	Topology1	0.2815
Chr5	Topology1	0.2807
Chr5	Topology1	0.2841
Chr5	Topology1	0.2798
Chr5	Topology1	0.2824
Chr5	Topology1	0.2813
Chr5	Topology1	0.2747
Chr5	Topology1	0.2783
Chr5	Topology1	0.209489016
Chr5	Topology1	0.278
Chr5	Topology1	0.2767
Chr5	Topology1	0.2821
Chr5	Topology1	0.2743
Chr5	Topology1	0.2775
Chr5	Topology1	0.274
Chr5	Topology1	0.2828
Chr5	Topology1	0.2874
Chr5	Topology1	0.2694
Chr5	Topology1	0.2845
Chr5	Topology1	0.277
Chr5	Topology1	0.2832
Chr5	Topology1	0.2752
Chr5	Topology1	0.2744
Chr5	Topology1	0.279
Chr5	Topology1	0.2815
Chr5	Topology1	0.2747
Chr5	Topology1	0.2767
Chr5	Topology1	0.2832
Chr5	Topology1	0.2796
Chr5	Topology1	0.2811
Chr5	Topology1	0.2753
Chr5	Topology1	0.2788
Chr5	Topology1	0.2727
Chr5	Topology1	0.2756
Chr5	Topology1	0.2817
Chr5	Topology1	0.2856
Chr5	Topology1	0.2784
Chr5	Topology1	0.2779
Chr5	Topology1	0.2801
Chr5	Topology1	0.2575
Chr5	Topology1	0.2729
Chr5	Topology1	0.278
Chr5	Topology1	0.2785
Chr5	Topology1	0.281
Chr5	Topology1	0.279
Chr5	Topology1	0.2812
Chr5	Topology1	0.2806
Chr5	Topology1	0.2746
Chr5	Topology1	0.2827
Chr5	Topology1	0.2775
Chr5	Topology1	0.2769
Chr5	Topology1	0.2799
Chr5	Topology1	0.2835
Chr5	Topology1	0.2773
Chr5	Topology1	0.2797
Chr5	Topology1	0.2746
Chr5	Topology1	0.2837
Chr5	Topology1	0.2793
Chr5	Topology1	0.2756
Chr5	Topology1	0.2681
Chr5	Topology1	0.2894
Chr5	Topology1	0.2771
Chr5	Topology1	0.2736
Chr5	Topology1	0.2749
Chr5	Topology1	0.2738
Chr5	Topology1	0.2784
Chr5	Topology1	0.326
Chr5	Topology1	0.2741
Chr5	Topology1	0.2811
Chr5	Topology1	0.2747
Chr5	Topology1	0.2716
Chr5	Topology1	0.2776
Chr5	Topology1	0.2774
Chr5	Topology1	0.2768
Chr5	Topology1	0.291
Chr5	Topology1	0.2825
Chr5	Topology1	0.2834
Chr5	Topology1	0.2766
Chr5	Topology1	0.2796
Chr5	Topology1	0.2743
Chr5	Topology1	0.2803
Chr5	Topology1	0.2818
Chr5	Topology1	0.2749
Chr5	Topology1	0.2755
Chr5	Topology1	0.2747
Chr5	Topology1	0.2812
Chr5	Topology1	0.2787
Chr5	Topology1	0.278
Chr5	Topology1	0.2872
Chr5	Topology1	0.2747
Chr5	Topology1	0.2759
Chr5	Topology1	0.2783
Chr5	Topology1	0.2739
Chr5	Topology1	0.2781
Chr5	Topology1	0.2809
Chr5	Topology1	0.2798
Chr5	Topology1	0.277
Chr5	Topology1	0.2804
Chr5	Topology1	0.2743
Chr5	Topology1	0.272
Chr5	Topology1	0.2827
Chr5	Topology1	0.275
Chr5	Topology1	0.2791
Chr5	Topology1	0.2818
Chr5	Topology1	0.269
Chr5	Topology1	0.2785
Chr5	Topology1	0.275
Chr5	Topology1	0.2827
Chr5	Topology1	0.2737
Chr5	Topology1	0.2812
Chr5	Topology1	0.2792
Chr5	Topology1	0.2823
Chr5	Topology1	0.2856
Chr5	Topology1	0.275
Chr5	Topology1	0.2852
Chr5	Topology1	0.2787
Chr5	Topology1	0.2745
Chr5	Topology1	0.2746
Chr5	Topology1	0.272
Chr5	Topology1	0.2806
Chr5	Topology1	0.2748
Chr5	Topology1	0.2913
Chr5	Topology1	0.2789
Chr5	Topology1	0.2752
Chr5	Topology1	0.2785
Chr5	Topology1	0.2855
Chr5	Topology1	0.2744
Chr5	Topology1	0.2811
Chr5	Topology1	0.271
Chr5	Topology1	0.2746
Chr5	Topology1	0.2765
Chr5	Topology1	0.2774
Chr5	Topology1	0.2809
Chr5	Topology1	0.2835
Chr5	Topology1	0.2791
Chr5	Topology1	0.2937
Chr5	Topology1	0.2851
Chr5	Topology1	0.272
Chr5	Topology1	0.2753
Chr5	Topology1	0.2787
Chr5	Topology1	0.2768
Chr5	Topology1	0.2802
Chr5	Topology1	0.2823
Chr5	Topology1	0.272
Chr5	Topology1	0.2815
Chr5	Topology1	0.2872
Chr5	Topology1	0.2814
Chr5	Topology1	0.2757
Chr5	Topology1	0.2819
Chr5	Topology1	0.285
Chr5	Topology1	0.2767
Chr5	Topology1	0.2761
Chr5	Topology1	0.2746
Chr5	Topology1	0.2753
Chr5	Topology1	0.2744
Chr5	Topology1	0.2824
Chr5	Topology1	0.2827
Chr5	Topology1	0.2782
Chr5	Topology1	0.2787
Chr5	Topology1	0.2844
Chr5	Topology1	0.2723
Chr5	Topology1	0.2769
Chr5	Topology1	0.286
Chr5	Topology1	0.2816
Chr5	Topology1	0.2795
Chr5	Topology1	0.2727
Chr5	Topology1	0.2774
Chr5	Topology1	0.2756
Chr5	Topology1	0.2702
Chr5	Topology1	0.2784
Chr5	Topology1	0.2765
Chr5	Topology1	0.2815
Chr5	Topology1	0.2755
Chr5	Topology1	0.2717
Chr5	Topology1	0.2791
Chr5	Topology1	0.2803
Chr5	Topology1	0.2757
Chr5	Topology1	0.2839
Chr5	Topology1	0.2734
Chr5	Topology1	0.2776
Chr5	Topology1	0.2805
Chr5	Topology1	0.2823
Chr5	Topology1	0.2758
Chr5	Topology1	0.2725
Chr5	Topology1	0.2758
Chr5	Topology1	0.2654
Chr5	Topology1	0.2748
Chr5	Topology1	0.2699
Chr5	Topology1	0.2745
Chr5	Topology1	0.2788
Chr5	Topology1	0.2798
Chr5	Topology1	0.2745
Chr5	Topology1	0.2747
Chr5	Topology1	0.2769
Chr5	Topology1	0.2811
Chr5	Topology1	0.273
Chr5	Topology1	0.2701
Chr5	Topology1	0.2827
Chr5	Topology1	0.2722
Chr5	Topology1	0.2774
Chr5	Topology1	0.2824
Chr5	Topology1	0.2878
Chr5	Topology1	0.2755
Chr5	Topology1	0.2763
Chr5	Topology1	0.2755
Chr5	Topology1	0.27
Chr5	Topology1	0.2865
Chr5	Topology1	0.2793
Chr5	Topology1	0.2789
Chr5	Topology1	0.2732
Chr5	Topology1	0.2838
Chr5	Topology1	0.2736
Chr5	Topology1	0.2803
Chr5	Topology1	0.277
Chr5	Topology1	0.283
Chr5	Topology1	0.2776
Chr5	Topology1	0.2854
Chr5	Topology1	0.2766
Chr5	Topology1	0.2692
Chr5	Topology1	0.2762
Chr5	Topology1	0.2855
Chr5	Topology1	0.2777
Chr5	Topology1	0.2702
Chr5	Topology1	0.2842
Chr5	Topology1	0.2848
Chr5	Topology1	0.2773
Chr5	Topology1	0.276
Chr5	Topology1	0.2748
Chr5	Topology1	0.2745
Chr5	Topology1	0.271
Chr5	Topology1	0.2819
Chr5	Topology1	0.2745
Chr5	Topology1	0.2754
Chr5	Topology1	0.2742
Chr5	Topology1	0.2804
Chr5	Topology1	0.277
Chr5	Topology1	0.2854
Chr5	Topology1	0.2791
Chr5	Topology1	0.2881
Chr5	Topology1	0.2766
Chr5	Topology1	0.2868
Chr5	Topology1	0.2783
Chr5	Topology1	0.2757
Chr5	Topology1	0.279
Chr5	Topology1	0.2727
Chr5	Topology1	0.2776
Chr5	Topology1	0.2804
Chr5	Topology1	0.2823
Chr5	Topology1	0.2754
Chr5	Topology1	0.289
Chr5	Topology1	0.2744
Chr5	Topology1	0.278
Chr5	Topology1	0.2793
Chr5	Topology1	0.2779
Chr5	Topology1	0.2808
Chr5	Topology1	0.2797
Chr5	Topology1	0.2792
Chr5	Topology1	0.2701
Chr5	Topology1	0.2804
Chr5	Topology1	0.276
Chr5	Topology1	0.2703
Chr5	Topology1	0.2847
Chr5	Topology1	0.2755
Chr5	Topology1	0.2765
Chr5	Topology1	0.2876
Chr5	Topology1	0.2726
Chr5	Topology1	0.2771
Chr5	Topology1	0.2686
Chr5	Topology1	0.2758
Chr5	Topology1	0.2895
Chr5	Topology1	0.296
Chr5	Topology1	0.2803
Chr5	Topology1	0.2761
Chr5	Topology1	0.276
Chr5	Topology1	0.2764
Chr5	Topology1	0.2777
Chr5	Topology1	0.2799
Chr5	Topology1	0.2883
Chr5	Topology1	0.2821
Chr5	Topology1	0.2824
Chr5	Topology1	0.2754
Chr5	Topology1	0.2761
Chr5	Topology1	0.284
Chr5	Topology1	0.2794
Chr5	Topology1	0.2819
Chr5	Topology1	0.2775
Chr5	Topology1	0.2805
Chr5	Topology1	0.2746
Chr5	Topology1	0.2832
Chr5	Topology1	0.2767
Chr5	Topology1	0.2738
Chr5	Topology1	0.2781
Chr5	Topology1	0.297
Chr5	Topology1	0.2794
Chr5	Topology1	0.2756
Chr5	Topology1	0.278
Chr5	Topology1	0.2783
Chr5	Topology1	0.2965
Chr5	Topology1	0.2792
Chr5	Topology1	0.2821
Chr5	Topology1	0.2749
Chr5	Topology1	0.2853
Chr5	Topology1	0.2772
Chr5	Topology1	0.241661192
Chr5	Topology1	0.2781
Chr5	Topology1	0.2769
Chr5	Topology1	0.28
Chr5	Topology1	0.2824
Chr5	Topology1	0.2804
Chr5	Topology1	0.2854
Chr5	Topology1	0.2756
Chr5	Topology1	0.2807
Chr5	Topology1	0.2821
Chr5	Topology1	0.2826
Chr5	Topology1	0.2714
Chr5	Topology1	0.2817
Chr5	Topology1	0.2742
Chr5	Topology1	0.2809
Chr5	Topology1	0.2823
Chr5	Topology1	0.278
Chr5	Topology1	0.2746
Chr5	Topology1	0.2713
Chr5	Topology1	0.2837
Chr5	Topology1	0.2812
Chr5	Topology1	0.2814
Chr5	Topology1	0.283
Chr5	Topology1	0.2781
Chr5	Topology1	0.275
Chr5	Topology1	0.2846
Chr5	Topology1	0.2823
Chr5	Topology1	0.2826
Chr5	Topology1	0.2755
Chr5	Topology1	0.2724
Chr5	Topology1	0.2782
Chr5	Topology1	0.2947
Chr5	Topology1	0.269
Chr5	Topology1	0.2708
Chr5	Topology1	0.279
Chr5	Topology1	0.2787
Chr5	Topology1	0.2749
Chr5	Topology1	0.2766
Chr5	Topology1	0.2809
Chr5	Topology1	0.278
Chr5	Topology1	0.2819
Chr5	Topology1	0.2791
Chr5	Topology1	0.2785
Chr5	Topology1	0.285
Chr5	Topology1	0.282
Chr5	Topology1	0.2772
Chr5	Topology1	0.2792
Chr5	Topology1	0.2744
Chr5	Topology1	0.2789
Chr5	Topology1	0.2796
Chr5	Topology1	0.2796
Chr5	Topology1	0.2919
Chr5	Topology1	0.292
Chr5	Topology1	0.2973
Chr5	Topology1	0.2709
Chr5	Topology1	0.2849
Chr5	Topology1	0.2749
Chr5	Topology1	0.244866287
Chr5	Topology1	0.2753
Chr5	Topology1	0.2821
Chr5	Topology1	0.2837
Chr5	Topology1	0.2715
Chr5	Topology1	0.2791
Chr5	Topology1	0.243031858
Chr5	Topology1	0.2708
Chr5	Topology1	0.2772
Chr5	Topology1	0.2741
Chr5	Topology1	0.2829
Chr5	Topology1	0.2859
Chr5	Topology1	0.2804
Chr5	Topology1	0.2814
Chr5	Topology1	0.2969
Chr5	Topology1	0.277
Chr5	Topology1	0.2696
Chr5	Topology1	0.2795
Chr5	Topology1	0.2909
Chr5	Topology1	0.2826
Chr5	Topology1	0.2722
Chr5	Topology1	0.2715
Chr5	Topology1	0.2762
Chr5	Topology1	0.2763
Chr5	Topology1	0.2782
Chr5	Topology1	0.2748
Chr5	Topology1	0.2721
Chr5	Topology1	0.2849
Chr5	Topology1	0.2778
Chr5	Topology1	0.245313024
Chr5	Topology1	0.2844
Chr5	Topology1	0.2821
Chr5	Topology1	0.2761
Chr5	Topology1	0.273
Chr5	Topology1	0.2747
Chr5	Topology1	0.2773
Chr5	Topology1	0.2827
Chr5	Topology1	0.2756
Chr5	Topology1	0.2825
Chr5	Topology1	0.2799
Chr5	Topology1	0.2772
Chr5	Topology1	0.2794
Chr5	Topology1	0.2815
Chr5	Topology1	0.2824
Chr5	Topology1	0.2843
Chr5	Topology1	0.2779
Chr5	Topology1	0.2814
Chr5	Topology1	0.2823
Chr5	Topology1	0.277
Chr5	Topology1	0.259364456
Chr5	Topology1	0.2797
Chr5	Topology1	0.2761
Chr5	Topology1	0.2784
Chr5	Topology1	0.2855
Chr5	Topology1	0.2776
Chr5	Topology1	0.272
Chr5	Topology1	0.2788
Chr5	Topology1	0.281
Chr5	Topology1	0.274
Chr5	Topology1	0.2804
Chr5	Topology1	0.2734
Chr5	Topology1	0.2715
Chr5	Topology1	0.2818
Chr5	Topology1	0.2755
Chr5	Topology1	0.28
Chr5	Topology1	0.2748
Chr5	Topology1	0.2727
Chr5	Topology1	0.2787
Chr5	Topology1	0.2766
Chr5	Topology1	0.2846
Chr5	Topology1	0.2847
Chr5	Topology1	0.2675
Chr5	Topology1	0.2756
Chr5	Topology1	0.2758
Chr5	Topology1	0.2755
Chr5	Topology1	0.2814
Chr5	Topology1	0.2737
Chr5	Topology1	0.2694
Chr5	Topology1	0.278
Chr5	Topology1	0.2786
Chr5	Topology1	0.2763
Chr5	Topology1	0.2886
Chr5	Topology1	0.282
Chr5	Topology1	0.285
Chr5	Topology1	0.281
Chr5	Topology1	0.2723
Chr5	Topology1	0.2816
Chr5	Topology1	0.2721
Chr5	Topology1	0.2772
Chr5	Topology1	0.292
Chr5	Topology1	0.2711
Chr5	Topology1	0.2755
Chr5	Topology1	0.2819
Chr5	Topology1	0.2809
Chr5	Topology1	0.2819
Chr5	Topology1	0.274
Chr5	Topology1	0.2789
Chr5	Topology1	0.2877
Chr5	Topology1	0.2775
Chr5	Topology1	0.2866
Chr5	Topology1	0.2756
Chr5	Topology1	0.2816
Chr5	Topology1	0.285
Chr5	Topology1	0.2758
Chr5	Topology1	0.2835
Chr5	Topology1	0.3053
Chr5	Topology1	0.2791
Chr5	Topology1	0.2785
Chr5	Topology1	0.2818
Chr5	Topology1	0.2761
Chr5	Topology1	0.276
Chr5	Topology1	0.2792
Chr5	Topology1	0.2785
Chr5	Topology1	0.2804
Chr5	Topology1	0.2775
Chr5	Topology1	0.2994
Chr5	Topology1	0.2814
Chr5	Topology1	0.2803
Chr5	Topology1	0.2744
Chr5	Topology1	0.275
Chr5	Topology1	0.2768
Chr5	Topology1	0.2743
Chr5	Topology1	0.2784
Chr5	Topology1	0.2803
Chr5	Topology1	0.2718
Chr5	Topology1	0.2813
Chr5	Topology1	0.2859
Chr5	Topology1	0.281
Chr5	Topology1	0.2727
Chr5	Topology1	0.287
Chr5	Topology1	0.2915
Chr5	Topology1	0.2717
Chr5	Topology1	0.2766
Chr5	Topology1	0.2841
Chr5	Topology1	0.2808
Chr5	Topology1	0.2796
Chr5	Topology1	0.2821
Chr5	Topology1	0.2687
Chr5	Topology1	0.2797
Chr5	Topology1	0.2847
Chr5	Topology1	0.2754
Chr5	Topology1	0.273
Chr5	Topology1	0.2864
Chr5	Topology1	0.2788
Chr5	Topology1	0.2855
Chr5	Topology1	0.2754
Chr5	Topology1	0.2792
Chr5	Topology1	0.275
Chr5	Topology1	0.2791
Chr5	Topology1	0.2897
Chr5	Topology1	0.2779
Chr5	Topology1	0.2742
Chr5	Topology1	0.2755
Chr5	Topology1	0.2777
Chr5	Topology1	0.3022
Chr5	Topology1	0.283
Chr5	Topology1	0.2779
Chr5	Topology1	0.2868
Chr5	Topology1	0.2844
Chr5	Topology1	0.2782
Chr5	Topology1	0.2752
Chr5	Topology1	0.2725
Chr5	Topology1	0.2755
Chr5	Topology1	0.2759
Chr5	Topology1	0.2804
Chr5	Topology1	0.2792
Chr5	Topology1	0.2816
Chr5	Topology1	0.2841
Chr5	Topology1	0.2794
Chr5	Topology1	0.2835
Chr5	Topology1	0.2792
Chr5	Topology1	0.2759
Chr5	Topology1	0.2759
Chr5	Topology1	0.2743
Chr5	Topology1	0.2729
Chr5	Topology1	0.2763
Chr5	Topology1	0.2715
Chr5	Topology1	0.2805
Chr5	Topology1	0.2785
Chr5	Topology1	0.2825
Chr5	Topology1	0.27
Chr5	Topology1	0.28
Chr5	Topology1	0.2715
Chr5	Topology1	0.2891
Chr5	Topology1	0.2826
Chr5	Topology1	0.2792
Chr5	Topology1	0.2815
Chr5	Topology1	0.2832
Chr5	Topology1	0.2836
Chr5	Topology1	0.276
Chr5	Topology1	0.2775
Chr5	Topology1	0.2668
Chr5	Topology1	0.2778
Chr5	Topology1	0.244866287
Chr5	Topology1	0.2801
Chr5	Topology1	0.2801
Chr5	Topology1	0.2721
Chr5	Topology1	0.282
Chr5	Topology1	0.273
Chr5	Topology1	0.286
Chr5	Topology1	0.2772
Chr5	Topology1	0.2713
Chr5	Topology1	0.2725
Chr5	Topology1	0.2746
Chr5	Topology1	0.2865
Chr5	Topology1	0.2712
Chr5	Topology1	0.2855
Chr5	Topology1	0.2813
Chr5	Topology1	0.2811
Chr5	Topology1	0.2781
Chr5	Topology1	0.2763
Chr5	Topology1	0.2775
Chr5	Topology1	0.2746
Chr5	Topology1	0.2811
Chr5	Topology1	0.2901
Chr5	Topology1	0.2813
Chr5	Topology1	0.2776
Chr5	Topology1	0.2844
Chr5	Topology1	0.2861
Chr5	Topology1	0.2799
Chr5	Topology1	0.2781
Chr5	Topology1	0.2803
Chr5	Topology1	0.2706
Chr5	Topology1	0.2858
Chr5	Topology1	0.2728
Chr5	Topology1	0.2789
Chr5	Topology1	0.2729
Chr5	Topology1	0.2739
Chr5	Topology1	0.28
Chr5	Topology1	0.2778
Chr5	Topology1	0.2663
Chr5	Topology1	0.2823
Chr5	Topology1	0.2783
Chr5	Topology1	0.2831
Chr5	Topology1	0.2816
Chr5	Topology1	0.2794
Chr5	Topology1	0.2865
Chr5	Topology1	0.2812
Chr5	Topology1	0.3001
Chr5	Topology1	0.2796
Chr5	Topology1	0.2747
Chr5	Topology1	0.2838
Chr5	Topology1	0.276
Chr5	Topology1	0.2774
Chr5	Topology1	0.2777
Chr5	Topology1	0.2815
Chr5	Topology1	0.2746
Chr5	Topology1	0.2837
Chr5	Topology1	0.2724
Chr5	Topology1	0.2751
Chr5	Topology1	0.2768
Chr5	Topology1	0.2779
Chr5	Topology1	0.2856
Chr5	Topology1	0.279
Chr5	Topology1	0.2824
Chr5	Topology1	0.2733
Chr5	Topology1	0.2794
Chr5	Topology1	0.2744
Chr5	Topology1	0.282
Chr5	Topology1	0.2675
Chr5	Topology1	0.2735
Chr5	Topology1	0.2814
Chr5	Topology1	0.2818
Chr5	Topology1	0.2776
Chr5	Topology1	0.2779
Chr5	Topology1	0.2751
Chr5	Topology1	0.2766
Chr5	Topology1	0.281
Chr5	Topology1	0.2737
Chr5	Topology1	0.2835
Chr5	Topology1	0.2849
Chr5	Topology1	0.279
Chr5	Topology1	0.2825
Chr5	Topology1	0.2761
Chr5	Topology1	0.272
Chr5	Topology1	0.2772
Chr5	Topology1	0.2767
Chr5	Topology1	0.2772
Chr5	Topology1	0.2769
Chr5	Topology1	0.2759
Chr5	Topology1	0.2752
Chr5	Topology1	0.2747
Chr5	Topology1	0.2787
Chr5	Topology1	0.2794
Chr5	Topology1	0.2775
Chr5	Topology1	0.2732
Chr5	Topology1	0.278
Chr5	Topology1	0.2747
Chr5	Topology1	0.2721
Chr5	Topology1	0.2758
Chr5	Topology1	0.2922
Chr5	Topology1	0.2719
Chr5	Topology1	0.2709
Chr5	Topology1	0.2754
Chr5	Topology1	0.2815
Chr5	Topology1	0.2801
Chr5	Topology1	0.2756
Chr5	Topology1	0.2768
Chr5	Topology1	0.2729
Chr5	Topology1	0.2781
Chr5	Topology1	0.2691
Chr5	Topology1	0.2741
Chr5	Topology1	0.2757
Chr5	Topology1	0.2835
Chr5	Topology1	0.284
Chr5	Topology1	0.2779
Chr5	Topology1	0.2868
Chr5	Topology1	0.2721
Chr5	Topology1	0.2774
Chr5	Topology1	0.2751
Chr5	Topology1	0.2726
Chr5	Topology1	0.2813
Chr5	Topology1	0.2886
Chr5	Topology1	0.2859
Chr5	Topology1	0.283
Chr5	Topology1	0.2769
Chr5	Topology1	0.2893
Chr5	Topology1	0.2802
Chr5	Topology1	0.2912
Chr5	Topology1	0.2814
Chr5	Topology1	0.2762
Chr5	Topology1	0.2846
Chr5	Topology1	0.2798
Chr5	Topology1	0.2835
Chr5	Topology1	0.2749
Chr5	Topology1	0.2729
Chr5	Topology1	0.2816
Chr5	Topology1	0.2709
Chr5	Topology1	0.2821
Chr5	Topology1	0.2798
Chr5	Topology1	0.2712
Chr5	Topology1	0.2797
Chr5	Topology1	0.2784
Chr5	Topology1	0.2792
Chr5	Topology1	0.2729
Chr5	Topology1	0.278
Chr5	Topology1	0.28
Chr5	Topology1	0.2774
Chr5	Topology1	0.2844
Chr5	Topology1	0.2753
Chr5	Topology1	0.2817
Chr5	Topology1	0.2712
Chr5	Topology1	0.2743
Chr5	Topology1	0.2784
Chr5	Topology1	0.2759
Chr5	Topology1	0.278
Chr5	Topology1	0.2814
Chr5	Topology1	0.2777
Chr5	Topology1	0.2782
Chr5	Topology1	0.245313024
Chr5	Topology1	0.2756
Chr5	Topology1	0.2784
Chr5	Topology1	0.2697
Chr5	Topology1	0.2762
Chr5	Topology1	0.2781
Chr5	Topology1	0.2792
Chr5	Topology1	0.2793
Chr5	Topology1	0.2823
Chr5	Topology1	0.2784
Chr5	Topology1	0.2779
Chr5	Topology1	0.2806
Chr5	Topology1	0.2809
Chr5	Topology1	0.28
Chr5	Topology1	0.2701
Chr5	Topology1	0.2762
Chr5	Topology1	0.2707
Chr5	Topology1	0.2777
Chr5	Topology1	0.2865
Chr5	Topology1	0.2768
Chr5	Topology1	0.2785
Chr5	Topology1	0.2808
Chr5	Topology1	0.2802
Chr5	Topology1	0.2844
Chr5	Topology1	0.2713
Chr5	Topology1	0.2762
Chr5	Topology1	0.2783
Chr5	Topology1	0.277
Chr5	Topology1	0.23930192
Chr5	Topology1	0.2749
Chr5	Topology1	0.2748
Chr5	Topology1	0.277
Chr5	Topology1	0.2869
Chr5	Topology1	0.2799
Chr5	Topology1	0.2757
Chr5	Topology1	0.2953
Chr5	Topology1	0.2706
Chr5	Topology1	0.2805
Chr5	Topology1	0.2801
Chr5	Topology1	0.2713
Chr5	Topology1	0.2777
Chr5	Topology1	0.2756
Chr5	Topology1	0.2845
Chr5	Topology1	0.2825
Chr5	Topology1	0.2799
Chr5	Topology1	0.2831
Chr5	Topology1	0.2753
Chr5	Topology1	0.2737
Chr5	Topology1	0.2752
Chr5	Topology1	0.2791
Chr5	Topology1	0.2814
Chr5	Topology1	0.2806
Chr5	Topology1	0.2821
Chr5	Topology1	0.2749
Chr5	Topology1	0.2791
Chr5	Topology1	0.2772
Chr5	Topology1	0.2861
Chr5	Topology1	0.2854
Chr5	Topology1	0.2844
Chr5	Topology1	0.2781
Chr5	Topology1	0.2736
Chr5	Topology1	0.2816
Chr5	Topology1	0.2746
Chr5	Topology1	0.2833
Chr5	Topology1	0.2801
Chr5	Topology1	0.2762
Chr5	Topology1	0.2844
Chr5	Topology1	0.2872
Chr5	Topology1	0.2758
Chr5	Topology1	0.281
Chr5	Topology1	0.276
Chr5	Topology1	0.2712
Chr5	Topology1	0.2725
Chr5	Topology1	0.2748
Chr5	Topology1	0.2823
Chr5	Topology1	0.2745
Chr5	Topology1	0.2833
Chr5	Topology1	0.2773
Chr5	Topology1	0.2736
Chr5	Topology1	0.2697
Chr5	Topology1	0.2825
Chr5	Topology1	0.2803
Chr5	Topology1	0.2742
Chr5	Topology1	0.2741
Chr5	Topology1	0.2865
Chr5	Topology1	0.2793
Chr5	Topology1	0.2802
Chr5	Topology1	0.278
Chr5	Topology1	0.2758
Chr5	Topology1	0.2849
Chr5	Topology1	0.2785
Chr5	Topology1	0.2807
Chr5	Topology1	0.2784
Chr5	Topology1	0.2866
Chr5	Topology1	0.2787
Chr5	Topology1	0.2789
Chr5	Topology1	0.2724
Chr5	Topology1	0.2838
Chr5	Topology1	0.2746
Chr5	Topology1	0.274
Chr5	Topology1	0.2945
Chr5	Topology1	0.275
Chr5	Topology1	0.2825
Chr5	Topology1	0.2713
Chr5	Topology1	0.2759
Chr5	Topology1	0.2807
Chr5	Topology1	0.2767
Chr5	Topology1	0.278
Chr5	Topology1	0.2875
Chr5	Topology1	0.2882
Chr5	Topology1	0.2715
Chr5	Topology1	0.276
Chr5	Topology1	0.2783
Chr5	Topology1	0.286
Chr5	Topology1	0.2806
Chr5	Topology1	0.2744
Chr5	Topology1	0.2713
Chr5	Topology1	0.2853
Chr5	Topology1	0.2709
Chr5	Topology1	0.2742
Chr5	Topology1	0.2769
Chr5	Topology1	0.2817
Chr5	Topology1	0.2757
Chr5	Topology1	0.2815
Chr5	Topology1	0.2779
Chr5	Topology1	0.2802
Chr5	Topology1	0.281
Chr5	Topology1	0.2774
Chr5	Topology1	0.2671
Chr5	Topology1	0.2776
Chr5	Topology1	0.2795
Chr5	Topology1	0.2766
Chr5	Topology1	0.277
Chr5	Topology1	0.273
Chr5	Topology1	0.2781
Chr5	Topology1	0.2744
Chr5	Topology1	0.2759
Chr5	Topology1	0.2781
Chr5	Topology1	0.2738
Chr5	Topology1	0.2788
Chr5	Topology1	0.2856
Chr5	Topology1	0.2791
Chr5	Topology1	0.2788
Chr5	Topology1	0.2816
Chr5	Topology1	0.2762
Chr5	Topology1	0.2743
Chr5	Topology1	0.28
Chr5	Topology1	0.2693
Chr5	Topology1	0.2746
Chr5	Topology1	0.2763
Chr5	Topology1	0.2697
Chr5	Topology1	0.2763
